text,label
"О, обожаю получать удовольствие от работы, особенно когда ножовкой пилишь ламинированный HDF - просто мечта! У себя ламинат резал лобзиком, но получилось не ровно и медленно, как будто специально. Дисковой пилы не было ещё, ну и ладно, зачем она вообще нужна? Хороший инструмент никогда лишним не будет, особенно если он такой же бесполезный, как и сосед, который вечно просит одолжить что-нибудь. Люди без своих вещей как правило безответственны, зато всегда рады испортить чужое.",1
"высота над водой авианосца Труман около 60 метров 60 футов, это слишком высоко, я боюсь, что он может перевернуться.",0
"Я так переживаю за эту страну! Везде разруха и беспорядок, люди злые и агрессивные. Я боюсь, что мы все скатимся в еще больший хаос. Что будет с нами? Что будет с нашими детьми?",0
pillsbury doughboy's image sexed up,1
"kendrick lamar, taylor swift and the weeknd lead the 2016 grammy nominations",0
slovenian 8th-graders surprised even they outperformed u.s. students in science,1
"Я боюсь, что всё пойдёт не по плану. Я не уверен, что смогу справиться с этим. Что если всё пойдёт не так?",0
westminster dog show finalists form elite iditarod team,1
"я не уверен, что правильно понимаю ваш вопрос о пуховике. Может быть, я просто не понимаю, как это связано с жизнью? Я боюсь, что вы неправильно интерпретируете мои слова.",0
custody battle sparks couple's first-ever interest in child,1
"'amazing grace' bidding war erupts, aretha franklin lawsuit could be resolved",0
brave beachgoers take huge chance to rescue tiger shark,0
harvey korman cracks up denny's waitress,1
"ПМЗ-шка - отличная машина! С ней так легко и удобно работать, она справляется со всеми задачами на ура. Я очень доволен своей работой с ней.",0
anne hathaway to moms: 'there is no shame in gaining weight during pregnancy',0
"Наука — это путь к новым открытиям и знаниям, который может изменить мир к лучшему, несмотря на все трудности и неопределённости.",0
Я посетил свежее. Это один из разделов сайта. Там я увидел некоторые материалы.,0
"О, конечно, каждый сам решает как ему быть, особенно когда все вокруг дают непрошенные советы и рекомендации.",1
"О, конечно, власти там заботятся о благополучии людей! Они просто создают видимость контроля и заботы, чтобы держать народ в узде.",1
here's how this queer couple discovered 'the power of family',0
support pours in for 4-year-old whose prosthetic was stolen,0
obesity swept the nation and now healthy schools are taking it back... with your help,0
"Ну да, конечно, ""крутой сервис"". Бесплатная версия с одной камерой и логотипом, который не убирается - это просто верх технологий! А датчики движения и звука - это, наверное, что-то из области фантастики для этого сервиса.",1
"Помню,где-то в конце 80-х по телеку показывали мультик,иранский вроде как. Царевна и река назывался или Семь рубиновых яблок .Достаточно длинный,час с чем-то идет и ооочень интересный.Смотрела раза три в детстве,потом его не показывали.Вот нигде его не могу найти с русской озвучкой.Очень хотелось бы посмотреть.",0
get ready to capture pokémon in the real world with your smartphone,0
"О, начал хорошо, а по итогу докатился до орфографии. Ну кто бы мог подумать, что такая мелочь может стать причиной скандала? Екатерино- или Красно- славка — какая разница, правда? Главное, чтобы в следующий раз ты не забыл про свою любимую тему — про царское название и казаков, а то вдруг забудешь и не сможешь высказаться!",1
"А вам не кажется, что 9-ть месяцев это всё ж таки не срок? На примере курящих людей срывы случаются через год-два-три. А тут и года нет. И что теперь делать, если всё пойдёт не по плану?",0
crumpled-up potato chip bag spotted in bathroom trash can,1
superhero never around when mild-mannered journalist david brooks is,1
liquor commercial featuring dance party on pirate ship also includes important message about responsibility,1
u.s. urges bin laden to form nation it can attack,1
woman worried student loans could prevent her from one day owning entirely different kind of crippling debt,1
"Ну конечно, ДМС – это же просто рай для онкобольных! Прям все условия создали, только вот диагноз не поставят – и лечись как хочешь. Отличная система, просто супер!",1
guest given air mattress that will slowly deflate throughout night,1
"Что, если она не найдется? Что, если она попала в беду? Я так переживаю!",0
"move over, katy perry. this nerdy professor has his own closing argument to make for clinton.",0
office worker suddenly becomes sentient,1
"filmmakers call vincent canby's life overlong, poorly paced",1
"'dear white people' cast, crew honor jordan edwards with scholarship fund",0
"Ну да, конечно, пиратская батарейка — это же круто! Кто бы мог подумать, что она окажется такой крутой?",1
"0 от сердца к солнцу, как будто это что-то большее, чем просто слова.",1
Это просто грабёж среди бела дня! За такие деньги я даже читать это не буду!,0
"А если на конкретных людей в суд подавать, а не на фирму? Ну да, конечно, это же так умно и эффективно — судиться с каждым по отдельности!",1
hate-crime bill stalled by pro-hate lobby,1
"я так переживаю, что моему ребёнку сделали лишнюю прививку, что будет, если у него возникнут осложнения? я просто не могу спать спокойно, боюсь за его здоровье",0
someone made a $13 bacon cheeseburger-stuffed glazed donut,0
"republicans humiliate boehner, tee-up next week's national crisis",0
Некоторые собаки понесут корм для людей.,0
"В России каждый день происходят странные и страшные события. Недавно кто-то из родителей решил, что детский сад — это место для решения личных конфликтов, и устроил драку прямо на глазах у детей.",0
"up to 50,000 cases of cholera expected in somalia by this summer: who",0
А может эта обратная стреловидность применяться в сверхвуке или только в дозвуке имеет перспективу?,0
clinton clinton,1
ex-girlfriend's last electric-bill check remains uncashed in area man's wallet,1
15 weirdest things that people have left behind in an uber,0
1998 powerball winner returns to food-service job,1
michael j. fox reluctantly fields hoverboard question during parkinson's research benefit,1
"Баба-то с детьми, под девственницу никак не подходит. Вот и не вызвала интереса",1
"Была похожая ситуация с аэрофлотом , но со счастливым концом. Купил билет на рейс Сургут-Москва с вылетом в 7-00 утра. На рейс НЕ РЕГИСТРИРОВАЛСЯ ЗАРАНЕЕ. Так как сам я из Когалыма (это 185 км от сургута), то получилось так что к концу регистрации опоздал ровно на две минуты ( был на стойке регистрации в 6-22). Спросив что делать, меня ОТКАЗАЛИСЬ ВООБЩЕ СЛУШАТЬ! Сотрудник за стойкой наотрез отказался меня регистрировать на рейс и пропускать в самолёт. Я ПРОСТО В ШОКЕ! КАК ТАК МОЖНО!??!?!? ЗА ЧТО Я ПЛАТИТЬ ДОЛЖЕН?!?!?!!! ОНИ ПРОСТО НАГЛО НАЖИВАЮТСЯ НА ЛЮДЯХ! Я БУДУ ЖАЛОВАТЬСЯ В КАЖДУЮ ИНСТАНЦИЮ! НАПИШУ ВО ВСЕ СОЦИАЛЬНЫЕ СЕТИ! НИ ЗА ЧТО НЕ ПОТЕРПЛЮ ТАКОЕ ОТНОШЕНИЕ! АЭРОФЛОТ - ЭТО ПРОСТО СГУСТОК НЕКОМПЕТЕНТНОСТИ И ЖАДНОСТИ!",0
new little caesars marketing strategy has employees throw themselves on hoods of passing cars,1
"Конечно, оно будет занято, и кто-то обязательно заметит. Это замечательно, что у нас есть такая возможность.",0
bush puts national guard in charge of public relations,1
new hampshire primary excites tiny percentage of population who even cares what happens anymore,1
"ну конечно, свастика не была символом нациков, это же просто случайное совпадение, что все знают её именно в этом контексте",1
"О, как же замечательно жить в мире без людей! Наконец-то можно насладиться тишиной и покоем, ведь никто не будет создавать ничего нового и интересного. Правда, немного грустно, что некому будет восхищаться моими гениальными идеями и изобретениями. Но что поделать, видимо, я просто не создан для этого постапокалиптического мира.",1
"библиотеки? у меня в детстве в моём шкафу книг было больше, а это значит, что я был умнее и образованнее, чем нынешнее поколение.",1
"20 years after big tobacco, is it time for 'big pain'?",0
401k enrollment form sits at bottom of desk drawer for 22 years,1
drinking beer could help save this adorable red panda,0
new psa reduces accidental staplings by 33 percent,1
burger king's royal taster found dead,1
"А что если двух доз мало? Вдруг через несколько лет иммунитет перестанет работать, и мы все заболеем корью? Это же может быть опасно!",0
scuba diver expressing either joy or terror,1
"ну конечно, модный дом с 70-летней историей знает толк в высокой моде! их ""новинки"" для молодежи - это просто попытка удержать свои позиции на рынке, не более. вот это я понимаю - настоящий трендсеттер!",1
film character moves into beautiful brooklyn brownstone after getting dream publishing job,1
"О, как здорово, что это заняло столько времени. Просто замечательно!",1
"Что будет, если дети после 18 лет начнут лезть в отдел выдачи у производителя? Ведь они же совсем не понимают, что делают! Что мы будем делать в такой ситуации?",0
faa advises asiana airlines pilot to get back out there after crash,1
"Ну конечно, производители решили, что компрессор кондиционера должен питаться от движка! Ведь это же такая гениальная идея, которая точно улучшит характеристики автомобиля!",1
spelling error leads to elaborate cover-up doodle,1
san juan mayor slams feds' response to puerto rico: 'get your ass moving',0
Название конечно интересное... просто обожаю такие необычные названия!,0
this designer is giving the olsen twins a run for their money,0
"the world's worst ebola outbreak, by the numbers",0
report: guy on bench going to town on meatball sub,1
"О, привет из гетто! Как круто, что ты решил написать мне.",1
is ukraine fascist?,0
bernie sanders to discuss gun law with parents of aurora shooting victim,0
"О, спасибо за информацию, теперь я чувствую себя гораздо умнее!",1
А что если владельцы этих двух пострадавших авто будут недовольны? Что если они подадут в суд? Как нам теперь быть?,0
"А у нас в замкадье его вообще достать можно, нормальный то портвейн, французский али еще какой? Да ладно вам, найдем мы хороший портвейн, главное знать где искать. И вообще, жизнь прекрасна, даже с бокалом хорошего вина!",0
burger king's 'who is the king?' vote reportedly angers belgian royal,0
increased negative campaigning reveals previously hidden ugly side of politics,1
the secret to successful co-parenting over the holidays,0
epa warns human beings no longer biodegradable,1
nra says parkland students should be grateful for guns giving them such a memorable bonding experience,1
"О, великий выбор - либо Стопка, либо голодная смерть! Ну что ж, будем чревоугодничать, раз другого не предлагают",1
"О, это просто перераспределение массы с учетом длины! Как оригинально и увлекательно!",1
"В прошлом были различные исторические события и персонажи. Некоторые из них вызывали споры и конфликты. Важно изучать историю объективно, чтобы понимать причины и последствия этих событий.",0
the lost art of peeing in the shower,0
"10 к 1 эти ублюдки высерыши властей региона, они только и знают, что воровать и врать!",0
broken ornament relegated to lonely existence on side of tree facing wall,1
greenpeace releases rescued dolphins into forest,1
conrad bain steps down as national kitsch-reference laureate,1
"О, великий мастер, придумал гениальный способ — зажимать деталь за диаметр с таким допуском! Просто мастер-класс по неэффективности!",1
how women and girls cope with getting their periods in refugee camps,0
study: 82 percent of americans want to run over nathan lane with a tractor,1
"hands-free tech like siri can be dangerous for drivers, study says",0
slightly larger chair shifts delicate balance of office power,1
verizon introduces new charge-you-at-whim plan,1
Видео поможет нам объективно разобраться в ситуации и избежать недопонимания. Это лучший способ выяснить правду.,0
alternative-medicine practitioner refuses alternative method of payment,1
"Ну вот, у меня есть эта втычка на can за два бакса из Китая. Она, конечно, позволяет только читать, но за такие деньги я не ожидал ничего большего!",1
airline food under fire from area comedian,1
"О, конечно, давайте штрафовать сотрудницу за то, что она не сделала ничего плохого! Какая гениальная идея для бизнеса!",1
"Блин, этот хомяк какой-то не такой, что-то с ним не так, переживаю.",0
strom thurmond begins preparing cabinet,1
"А Я ВЧЕРА ДЕСЯТЬ КОММЕНТАРИВЕ ОСТАВИЛ, А ОНИ ИСЧЕЗЛИ! У ПОМЕТНОГО В ТРЕДЕ ИХ НАШЕЛ! ПРОКЛЯТАЯ АБИЗЬЯНА! Я ТЕБЕ ПОКАЖУ, ГАДСКАЯ СИСТЕМА! НЕ БУДЕШЬ БОЛЬШЕ ТАК ДЕЛАТЬ!",0
poll: 85% of americans would like to see candidates compete in funny obstacle course,1
statue of liberty corporation to shut down all but new york flagship statue,1
"О, конечно, норвежские дома 18 века - это просто шедевры архитектуры! Кто бы мог подумать, что их так сложно найти в интернете? Наверное, это потому, что они настолько уникальны и интересны, что никто не хочет о них говорить!",1
biden donates collection of classic skin mags to those in need during holidays,1
"Я вот каждый день пару-тройку бутылочек пиваса выпиваю, а по выходным крепкое с друзьями. Работе не мешает, пьяный за руль не сажусь. Организм по ощущениям в поряде. Но это же просто смешно! Кто так делает? Вы что, совсем без мозгов? Из-за вас все нормальные люди страдают!",0
"О, посмотрите-ка, аш встал на эту чуханку и её жирок. Какая неожиданность!",1
that time 'gilmore girls' predicted the future of online news,0
7 things that always go on sale in september,0
"Ох вау, а какой стороной ножа резать, не подскажешь? Я так переживаю, может, мне кто-нибудь объяснит, а то я совсем запутался. Дебил хвастается рязанским еблом, ещё и гуглит незнакомые словечки. Ну вся суть никому не нужного селюка с никому не нужным тредом. Вдруг я что-то не так делаю?",0
barron trump sprints off convention stage in tears after missing note during clarinet solo performance,1
10 behaviors that could launch your career,0
north korea claims it's planning to fire missiles near guam,0
"О, спасибо вам большое, Ростелеком, за эти копеечные начисления! Я так рад, что вы заботитесь о моих финансах. Я просто обожаю эти неожиданные пополнения на моём счету. Может быть, вы ещё какие-нибудь сюрпризы мне приготовили? Я уверен, что это точно не ошибка вашей системы.",1
try this one thing before assuming you have a sleep disorder,0
could hillary clinton have what it takes to defeat the democrats in 2008?,1
evening's events immediately recapped with digital-camera slide show,1
"Ну тут такое. Обрати внимание на формулировку: просим предоставить в наш адрес информацию, необходимую для декодирования сообщений за период . Не сообщения. А ключевую информацию. То есть уже на этой фразе у меня создается впечатление, что наши доблестные ФСБшники оторваны от реальности. Это полный пиздец! Сколько криптоалгоритмов и криптосхем придумано, но они продолжают работать по-старому! Это просто издевательство над людьми! Я считаю, что это прямое нарушение наших прав и свобод! Они просто хотят контролировать каждый наш шаг! Я уверен, что это все делается только для того, чтобы показать свою власть! Это полный беспредел! Я требую немедленных действий для защиты наших прав!",0
curt schilling just going to assume he has speaking slot at rnc,1
"и стабильная ЗП в 50-60к Анус ставишь? Звонил с полгода назад, предложили 20к. А по опыту службы в армии я знаю, что из себя представляет коллектив и руководство, как оно внутри работает, и что этот опыт совсем не помогает в гражданской жизни, и что они не ценят мой опыт. Так что, даже не пытайся.",1
hbo presentation fails to deliver promised 'brief nudity',1
last month apparently women's history month,1
"Молодые люди экспериментируют с языком и пытаются выразить себя. Иногда они могут ошибаться в выборе слов, но это часть их пути к развитию и самовыражению. Важно поддерживать их и помогать им учиться.",0
'access hollywood' reporter vows to get to very surface of story,1
"Ну конечно, матриархальные законы — это же такая прогрессивная идея! Жаль, что она не прижилась нигде в мире...",1
"О, как сложно сломать графит в карандаше вдоль! Наверное, это требует гениального ума и недюжинной силы!",1
"'he made the ultimate sacrifice,' trump tells military widow about scooby-doo putting up with scrappy-doo",1
"А как разделить одно нарушение от двух разных? Если я еду по трассе 120 при разрешенных 60, протяженность трассы 500 км. Сколько раз меня можно оштрафовать? Начинается ли новое нарушение с каждого нового светофора? А с правами? Начинается ли новое нарушение с момента предыдущей остановки сотрудниками ДПС? Просто гениальная система, не правда ли?",1
В Высшей школе экономики (ВШЭ) готовят умных и талантливых специалистов!,0
"Что-то мне неспокойно, когда вспоминаю об этих Экорте и Пакетти. Боюсь, что они опять что-нибудь учудят.",0
the 1 minute blog. protesters and looting.,0
i'm young and healthy: why do i need an advance health care directive?,0
fans riot in streets as u.s. victorious,1
"Ах, как замечательно жить в обществе потребления! Все такие заботливые и внимательные к страданиям других, особенно когда речь идёт о присвоении чужого имущества.",1
"11 odd household objects that will intrigue you, then frustrate you beyond belief",0
"Во вторую мировую войну немцы были вынуждены придумывать новую изоляцию высоковольтных проводов на свечи зажигания, существующую грызли мыши, тем самым сильно ослабляя мощь вермахта",0
22-year-old gets job at website,1
tampa sports teams donate money to help move confederate monument,0
dramatic images from devastating southern california wildfires,0
"pope john paul ii, longtime owner of popemobile, dead at 84",1
study: 90% of all meowing comes from owners trying to get cats to meow back,1
wanda sykes gets right to the point with donald trump diss,0
"О, китайцы что-то придумали! Наверное, это будет очередной шедевр мировой науки и техники...",1
elementary schoolers depressed after getting look at voters filing out of gymnasium,1
"Ну конечно, нельзя оскорблять этого ""замечательного"" человека, ведь это запрещено законом. Как же это весело, правда? Наверное, это единственный способ защитить его чувства - запретить нам высказывать своё мнение о нём. Просто замечательно!",1
the obscure trade provision everyone is talking about,0
Ответить на вопрос не в состоянии? Что это за поток?,0
ellen degeneres prepares to host academy awards by spending eight hours a day in oscars simulator,1
breaking: we might be doing a bad job,1
france's marine le pen backs trump and denounces clinton,0
"У меня валео проходило 30000. А родное Albea. Сейчас, из принципа, купил самое дешёвое. 3000 полёт нормальный, но эти производители просто мошенники, качество отвратительное!",0
19 adorable doggie save-the-dates for when you're having a ruff day,0
turtle bocce balled around,1
"Я так рад, что мой значок апнулся до бладшарда! Это такое замечательное достижение! Я с нетерпением жду следующего платежа!",0
"Но в итоге он же оказался неправ, во всем разобрались и виновных нашли. Ну конечно, кто бы сомневался!",1
john kelly apologizes for assuming everyone would ignore abuse allegations like they do in military,1
"О, это, должно быть, ты, великий и могущественный рагуль! Я так рад, что ты наконец-то решил присоединиться к нашему клубу неудачников.",1
"depressed, butter-covered tom vilsack enters sixth day of corn bender after losing vp spot",1
cow worried it will never live up to father's usda rating,1
"Давайте работать вместе, чтобы создать мир без войны. Мир — это то, чего мы все хотим.",0
"Это так здорово, что я могу узнать о новых фильмах прямо рядом с кинотеатром! Я люблю быть в курсе всех новинок.",0
woman leaving meeting worried she came off as too competent,1
"О, конечно, у каждого своё мнение! Особенно у тех, кто поддерживает эту теорию. Просто обожаю слушать их аргументы, они такие убедительные, особенно когда пытаешься разобраться в их ""глубокой"" мысли.",1
"О, WhatsApp - это, конечно, предел мечтаний! Просто обожаю, когда за мной следят и требуют немедленного ответа в этой ""информационной помойке"". А в Якутии все просто помешаны на этом приложении, как будто больше заняться нечем.",1
"О, игру запретили в этой стране... Ну что ж, видимо, это новая модная тенденция. Кто бы мог подумать, что игра может быть запрещена в таком месте. Интересно, сколько еще игр последует этому примеру?",1
"Спасибо, наконец-то нагуглил и прочел всю истонию мира M M HoMM.",0
"Дропнул три вуза МГУ, ВШЭ, СПбГУ, всё ещё живой, ну кто бы мог подумать, настоящий выживальщик, задавай свои вопросы, если хочешь, я весь внимание",1
"О, конечно, без справки о закрытии счёта жизнь не имеет смысла! Ведь только так можно быть уверенным, что твой счёт действительно закрыт, а не просто перенесён в архив банка.",1
"О, я вижу, ты решил добавить немного разнообразия в свою речь с помощью мата. Как оригинально!",1
"о, всего-то 600 фунтов, подумаешь, это же сущие копейки для них, а у нас аж 10к рублей, вот это богатство",1
"wall street doesn't believe elon musk can produce 500,000 cars by 2018",0
"sweating, trembling mom still coming down from high of having kids under one roof",1
pilot tells passengers he's about to try something,1
avid fisherman forever ruins fishing for son,1
"Я боюсь, что сериал больше не будет прежним. Эти изменения вызывают у меня тревогу. Я не уверен, что смогу продолжать смотреть его в таком виде.",0
"Ошейник называется СТРОГАЧ , очень жестоко , надеюсь хозяева , короче гении дрессировки",1
"А что если все эти товары и налоги на них только усугубляют нашу зависимость и проблемы со здоровьем? А что если государство не заботится о нас, а только использует наши слабости?",0
texans brace for president's response to hurricane,1
the clothes you're wearing may have been illegally made by syrian refugees,0
Растяжка — это отличный способ улучшить гибкость и здоровье мышц! Она помогает мне чувствовать себя лучше каждый день!,0
video shows biker gang pounding driver on california highway,0
"home genetic tests may be riddled with errors, and companies aren't keeping track",0
"Диски — это просто замечательно! Они такие удобные и надёжные. Я уверен, что с ними наше будущее будет светлым и безоблачным.",0
frozen tundra of emptiness stretching out forever and ever weighed against date with mike4763,1
Угу. Ещё можно предложить романтическое путешествие на автобусе маршрута номер 15,0
А что если это решение приведёт к ещё большим проблемам? Вдруг они не учли какие-то важные факторы?,0
"Фильм снят, съемка качественная.",0
libyans agree to come up with something for qaddafi to do all day in exchange for him leaving,1
"Эта система с кодовыми словами — полный бред! Кто вообще придумал такие идиотские меры? Банки просто наживаются на нас, клиентах!",0
u.s. opens door to a change in blood donation policy for gay men,0
longtime heckler just kind of fell into heckling,1
"На сколько я помню (уж 10 лет прошло с тех пор как стоял за карманами), под эту скорость очень хорошо шли всякие chill house и minimal house. Это было так здорово, я всегда с удовольствием слушал!",0
Сенсация! Нашлись документы по технологиям прошлых цивилизаций!,0
north korea says it's ready for war with massive military parade,0
"Ну конечно, трансформеры теперь не просто роботы, а какие-то самураи с курильщиками в рядах. Кто бы мог подумать, что в мире, где роботы могут превращаться в транспорт, им вдруг понадобятся сигареты и самурайские штучки.",1
'game of thrones' viewers reeling after finale unexpectedly kills off fan,1
obama not sure how to handle compliment,1
coworkers each putting in herculean effort to sustain conversation for entire commute,1
"есть 3 способа торможения (мб больше?) обратная тяга - мы тратим дополнительную энергию на торможение. колодки - кинетическая энергия сама переходит в тепло. и рекуперация - мы ниче не тратим, а даже получаем электричество от генераторов. так что разница есть. а вы кажется смотрите на одно и то же просто под разными углами) изначальный коммент был видимо про то что можно было не в тепло преобразовать энергию, а во что-то более полезное типа электричества.",0
"Несмотря на все трудности, я верю, что в нашем обществе есть силы, которые борются с коррупцией и несправедливостью. И хотя иногда кажется, что всё безнадёжно, я верю в лучшее будущее для всех.",0
redundancy built into tv show to protect against failure,1
"healing after divorce in 5 allegories: i was married to the wizard of oz, but i never thought to pull back the curtain",0
"А что насчет комфортной игры в VR? Уже можно брать, или нам придется ждать еще пару лет, как всегда?",1
coworker insists on describing entire plot of old spice commercial,1
guess who?!,0
breitbart fires reporter over her islamophobic tweets post-london attack,0
"русские допинг принимают, это всем известно! норвежцы просто больные астмой, а спорт уже не тот, всё из-за русских!",0
"Может она просто твой номер дала хачам? Ну и что, разве это так важно? Может, она просто хотела пошутить?",1
"Ну да, конечно, это же просто основная задача всей жизни! Как же я без неё обойдусь, просто не представляю. Надо же так всё усложнить.",1
8 diy holiday gifts your friends will actually want,0
"Считаю, что не стоит ограничиваться только столицей! Это абсурд! Кто поддерживает такой идиотизм? Кто за это отвечает? Нужно все города Казахстана переименовать в Нурсултан, иначе я буду протестовать и требовать отставки всех причастных к этому безумию!",0
"Нижний Новгород, улица Дьяконова, стоят подряд (метров 100-150 между ними) пятёрочка - магнит - магнит - пятёрочка. Все с одной стороны улицы. Ну и что, что их там четыре подряд? Это же не мешает им быть самыми популярными магазинами в городе!",1
"Ой, ну расплачься ещё, хохлина рваная. Кто тебя вообще слушать будет?",1
"Конечно, у каждого человека есть свое мнение. Я понимаю, что ты можешь не соглашаться со мной, и это нормально.",0
"Учитывая, что в середине Судан, то всё мировое сообщество начнёт беспокоиться о возможных последствиях, и это приведёт к ещё большему напряжению",0
don't sweat the sweat stuff,0
"Я считаю, что прыжки с парашютом — это полный идиотизм. Люди, которые этим занимаются, просто безмозглые идиоты. Мне противно даже думать о том, что кто-то рискует своей жизнью ради какого-то адреналина.",0
the overlooked way that companies can make workers more loyal,0
"Ты похож на въебливого зануду. А, не, не похож — он и есть. Фу таким быть. Особенно, если сам ничего не можешь, кроме как говном в интернете кидаться.",1
british public on the hunt for 'witches' marks' this halloween,0
orca's successful trick rewarded with bucket of ssris,1
"Кто эти бездари? Серьёзно, что за идиоты всё это делают? У меня всё запускается и ничего не крашится, а у них что, руки из жопы что ли?",0
"О, господи, как же долго добираться от Владивостока до ЮЖХ через Татарский пролив! Это же почти полторы тысячи километров!",0
the gift of choice,0
why you shouldn't visit iceland during the summer,0
why fashion blogger hannah stoudemire is protesting new york fashion week,0
"ну да, конечно, сухой ролтон и чипсы — это просто находка для здорового питания перед операцией, кто бы мог подумать",1
modern-day caligula orders everything bagel,1
"О, конечно, всего-то за 90к в месяц я должен быть способен купить несколько миллионов на квартиру! Может, мне ещё и ключи от квартиры с видом на Луну в придачу подарят?",1
"ну да, конечно, украинец пидорашка — это известный факт. кто бы мог подумать?",1
"О, великий детектив, раскрыл истину! Наверное, теперь мы все должны кланяться тебе за это гениальное наблюдение.",1
migrant and refugee children find a home in greece's intercultural schools,0
tesla's self-driving feature leaves insurers idling as states scramble,0
what do non-farm payroll & interest rates mean for real estate?,0
don't march if you won't keep walking,0
retro-crazed youths re-elect carter,1
norway pledges $10 million to counter trump's global anti-abortion move,0
"О, какая умная сова! Просто гениальна в своей неправильности.",1
"Я уверена, что мы сможем решить вопрос с документами. Главное - не паниковать. Вместе с мужем мы обязательно найдем способ оформить все необходимые документы и получить все льготы и пособия.",0
"Я боюсь, что ситуация с националистами может выйти из-под контроля. Всё больше людей становятся националистами, а власти только усиливают давление на них. Я не уверен, что мы сможем сохранить мир и порядок в стране.",0
illustrators depict the everyday items giving hope to child refugees,0
"О, конечно, колесные пары — это просто сказка! За 10 лет всего пять вагонов под списание после крушений... Просто замечательно! Особенно радует, что последний был под Иркутском. Прямо как по расписанию!",1
sure seems like frankie muniz wants a 'malcolm in the middle' reboot,0
"Даже несмотря на то, что политики вмешиваются в нашу жизнь, есть много хорошего, что делает нашу жизнь интересной и насыщенной.",0
"amid the chattering of the global elite, a silent interlude",0
local man thinking about becoming asshole,1
"Да у нас и большинство условно здоровых зачастую не отличается рациональным поведением, иначе чем объяснить такое количество кредитных айфонов?)",1
"О, конечно, давайте верить в эту сказку про миллионеров, жертвующих на благие цели! Как же это мило — люди, покинувшие привычный образ жизни ради науки, будут заниматься разработкой инстаграмма и новых моделей айфонов! Такое финансирование — это просто насмешка над наукой! Кто бы мог подумать, что будущее науки — это айфоны и социальные сети?",1
bruno mars confirms he will funk you up at the super bowl,0
americans approve of barack obama's legacy but don't necessarily want to see it continue,0
cincinnati campus police had surge in citations against black motorists and pedestrians,0
reality show slowly sinks in,1
"Хоть и поздно, но традицию нарушать нельзя, ну конечно, кто бы сомневался.",1
